Kingdom	Phylum	Class	Order	Family	Genus
N9319	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Fangia
N9320	Bacteria	NA	NA	NA	NA	NA
N9329	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3
N9330	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9331	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N9332	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
N9337	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N9340	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N9341	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N9343	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N9345	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N9346	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9349	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N9360	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N9363	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter
N9365	Bacteria	Verrucomicrobia	Opitutae	RS-B22	NA	NA
N9366	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N9368	Bacteria	NA	NA	NA	NA	NA
N9372	Bacteria	Planctomycetes	OM190	NA	NA	NA
N9373	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N9374	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N9376	Bacteria	Proteobacteria	NA	NA	NA	NA
N9378	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Schleiferia
N9379	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N9381	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N9385	Bacteria	Verrucomicrobia	OPB35_soil_group	NA	NA	NA
N9391	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N9395	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N9397	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Paraferrimonas
N9399	Bacteria	NA	NA	NA	NA	NA
N9401	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9402	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N9411	Bacteria	Hydrogenedentes	NA	NA	NA	NA
N9420	Bacteria	Proteobacteria	NA	NA	NA	NA
N9425	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9426	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N9431	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9434	Bacteria	Proteobacteria	SPOTSOCT00m83	NA	NA	NA
N9435	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9438	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade4	SAR202_Clade4	NA
N9444	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N9458	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2
N9471	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N9476	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N9478	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9482	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N9516	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N9517	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N9523	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N9524	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA
N9528	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N9529	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N9534	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N9535	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N9536	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
N9540	Bacteria	NA	NA	NA	NA	NA
N9542	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter
N9546	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N9547	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N9555	Bacteria	NA	NA	NA	NA	NA
N9560	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N9561	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N9562	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
N9567	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia
N9572	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N9573	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N9577	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9578	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9584	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N9587	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
N9588	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N9590	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N9592	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N9593	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	NA
N9597	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
N9599	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N9600	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N9601	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N9603	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N9605	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9617	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Rubidimonas
N9625	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9631	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N9633	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9634	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N9638	Bacteria	Proteobacteria	SPOTSOCT00m83	NA	NA	NA
N9640	Bacteria	NA	NA	NA	NA	NA
N9641	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9644	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Perspicuibacter
N9645	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N9646	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9647	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9652	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
N9653	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N9662	Bacteria	NA	NA	NA	NA	NA
N9664	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9666	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9667	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N9668	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N9671	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N9672	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N9675	Bacteria	NA	NA	NA	NA	NA
N9680	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9682	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N9683	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA
N9685	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N9686	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N9687	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_Incertae_Sedis	Candidatus_Lariskella
N9689	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9691	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N9695	Bacteria	NA	NA	NA	NA	NA
N9702	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9723	Bacteria	Verrucomicrobia	Opitutae	RS-B22	NA	NA
N9728	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
N9732	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N9733	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N9736	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N9739	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
N9744	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N9765	Bacteria	NA	NA	NA	NA	NA
N9768	Bacteria	Proteobacteria	NA	NA	NA	NA
N9770	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9773	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N9774	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9775	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N9780	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N9798	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N9821	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N9826	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella
N9834	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N9835	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
N9837	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N9839	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
N9841	Bacteria	Lentisphaerae	R76-B128	NA	NA	NA
N9842	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N9847	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N9848	Bacteria	Cyanobacteria	NA	NA	NA	NA
N9853	Bacteria	NA	NA	NA	NA	NA
N9857	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9862	Bacteria	Proteobacteria	NA	NA	NA	NA
N9871	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N9888	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N9889	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N9890	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N9892	Bacteria	NA	NA	NA	NA	NA
N9895	Bacteria	Planctomycetes	OM190	NA	NA	NA
N9896	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA
N9898	Bacteria	Proteobacteria	NA	NA	NA	NA
N9899	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade3	SAR202_Clade3	NA
N9910	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9911	Bacteria	NA	NA	NA	NA	NA
N9913	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N9915	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N9916	Bacteria	Planctomycetes	OM190	NA	NA	NA
N9917	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N9919	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
N9921	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N9926	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N9929	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola
N9930	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9933	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N9934	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9939	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9948	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N9953	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N9956	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	NA	NA
N9958	Bacteria	Planctomycetes	OM190	NA	NA	NA
N9963	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N9967	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade5	SAR202_Clade5	NA
N9968	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N9970	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N9974	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N9975	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N9982	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N9984	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9985	Bacteria	Cyanobacteria	ML635J-21	NA	NA	NA
N9987	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N9990	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N9992	Bacteria	NA	NA	NA	NA	NA
N9995	Bacteria	Planctomycetes	OM190	NA	NA	NA
N9997	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N10001	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	NA
N10008	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10026	Bacteria	NA	NA	NA	NA	NA
N10029	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	NA	NA
N10030	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10031	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
N10032	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N10035	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA
N10040	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Paraferrimonas
N10050	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N10051	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N10053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N10055	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N10063	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N10068	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N10069	Bacteria	Planctomycetes	OM190	NA	NA	NA
N10074	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N10082	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10086	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
N10087	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N10092	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N10095	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N10110	Bacteria	Planctomycetes	NA	NA	NA	NA
N10127	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
N10128	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N10134	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1_aquatic_group
N10147	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N10148	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N10202	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N10203	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N10210	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N10211	Bacteria	NA	NA	NA	NA	NA
N10212	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus
N10214	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N10216	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N10217	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA
N10218	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
N10220	Bacteria	Bacteroidetes	NA	NA	NA	NA
N10224	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia
N10227	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10231	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N10235	Bacteria	NA	NA	NA	NA	NA
N10241	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N10243	Bacteria	Saccharibacteria	NA	NA	NA	NA
N10244	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N10245	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N10256	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	NA	NA
N10257	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	NA
N10260	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N10261	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus_Amoebophilus
N10270	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N10274	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N10279	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
N10280	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N10281	Bacteria	NA	NA	NA	NA	NA
N10282	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N10294	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	NA
N10304	Bacteria	NA	NA	NA	NA	NA
N10307	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
N10308	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
N10309	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10319	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N10320	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1
N10326	Bacteria	Planctomycetes	OM190	NA	NA	NA
N10328	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N10330	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10341	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N10343	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N10344	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N10345	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula
N10347	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N10348	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N10349	Bacteria	Hydrogenedentes	NA	NA	NA	NA
N10353	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N10354	Bacteria	Planctomycetes	OM190	NA	NA	NA
N10359	Bacteria	Cyanobacteria	NA	NA	NA	NA
N10362	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N10364	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Luteivirga
N10367	Bacteria	NA	NA	NA	NA	NA
N10371	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N10372	Bacteria	Verrucomicrobia	Opitutae	NA	NA	NA
N10373	Bacteria	Acidobacteria	Acidobacteria	Subgroup_5	NA	NA
N10375	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N10376	Bacteria	NA	NA	NA	NA	NA
N10377	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N10385	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
N10389	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N10395	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N10398	Bacteria	Chloroflexi	NA	NA	NA	NA
N10408	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N10418	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N10421	Bacteria	NA	NA	NA	NA	NA
N10431	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
N10433	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N10435	Bacteria	NA	NA	NA	NA	NA
N10436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Halocynthiibacter
N10445	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N10458	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N10460	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N10467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N10475	Bacteria	Verrucomicrobia	Opitutae	RS-B22	NA	NA
N10476	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N10480	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N10484	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N10487	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
N10488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N10490	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N10492	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N10493	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N10494	Bacteria	Parcubacteria	NA	NA	NA	NA
N10495	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade	SAR202_Clade	NA
N10498	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N10507	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N10508	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoluna
N10509	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N10513	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N10517	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Paraferrimonas
N10521	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
N10534	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N10541	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N10568	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter
N10573	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
N10584	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N10585	Bacteria	NA	NA	NA	NA	NA
